crop,issue_id,issue_name,category,causal_agent,temp_min_c,temp_opt_c,temp_max_c,rh_min_pct,rh_opt_pct,leaf_wetness_hrs,rain_trigger,soil_ph_min,soil_ph_max,soil_drainage,soil_texture,ndvi_signal,ndmi_signal,ndre_signal,growth_stage,consecutive_dry_days_trigger,consecutive_wet_days_trigger,temp_stress_threshold_c,soil_ec_threshold_ds_m,perfect_temp_min_c,perfect_temp_max_c,perfect_rh_min_pct,perfect_rh_max_pct,perfect_soil_ph_min,perfect_soil_ph_max,perfect_soil_drainage,perfect_rainfall_mm_week,severity,ndvi_threshold,ndmi_threshold,ndre_threshold,rule_logic,notes,recommendation,urgency
Rubber,RUBBER_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,30,70,90,4.5,6.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Tobacco,TOBACCO_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,28,50,80,5.5,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Strawberry,STRAWBERRY_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,15,24,50,75,5.5,7.0,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Watermelon,WATERMELON_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,50,80,6.0,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Papaya,PAPAYA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,60,85,5.5,7.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Pineapple,PINEAPPLE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,30,60,85,4.5,6.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Ginger,GINGER_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,30,70,90,5.5,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Turmeric,TURMERIC_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,30,70,90,5.0,7.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Garlic,GARLIC_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,22,50,75,6.0,7.5,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Spinach,SPINACH_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,10,20,50,75,6.5,7.5,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Lettuce,LETTUCE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,20,50,75,6.0,7.0,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Eggplant,EGGPLANT_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,30,50,80,5.5,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Cucumber,CUCUMBER_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,30,50,80,6.0,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Generic,GEN_CLAY_WATERLOG_RISK,Clay Soil Waterlogging Risk,Waterlogging,High clay content + poor drainage,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""clay_pct"", ""op"": "">"", ""value"": 40}, {""field"": ""soil_drainage"", ""op"": ""=="", ""value"": ""Poor""}]}",Clay >40% with poor drainage creates chronic waterlogging risk even without active flooding. Root aeration permanently limited.,Install subsurface drainage or switch to raised-bed systems; apply gypsum at 1-2 t/ha to improve clay structure,This season
